('간호학부', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 60, 127, 33, 3, 0, 118, 26, 0, 123, 11, 0, 47, 5, 0, 0, 0, 0, 73, 10, 0, 0, 0)
('사회복지서비스과', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
('생활문화음악과', 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 1, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
('외식&디저트창업과', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 7, 0, 0, 0, 5, 3, 0, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
('응급구조과', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 3, 0, 0, 0, 1, 0, 0, 5, 1, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0)
('치위생과', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 7, 2, 0, 0, 7, 1, 0, 4, 1, 0, 3, 1, 0, 0, 0, 0, 5, 1, 0, 0, 0)
('토탈미용과', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 0, 0, 2, 0, 0, 18, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
('호텔소믈리에&바리스타과', 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
('호텔조리&베이커리과', 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
